Loan_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Purpose,Interest_Rate,Loan_Term,Income,Employment_Type,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,Application_Status,Default_Status,Repayment_Status,Branch,State,Gender
L100179,C51095,2023-06-23,1548236,Education,10.9,36,199914.0,Self-employed,550.0,5,21.9,Pending,No Default,On Time,Chennai,Telangana,Male
L100180,C52822,2023-09-07,231650,Vehicle,9.87,12,95662.0,Self-employed,614.0,4,10.7,Approved,Default,Delayed,Mumbai,Telangana,Female
L100181,C52579,2023-10-12,648726,Business,16.55,24,188753.0,Business Owner,532.0,3,42.5,Pending,Default,On Time,Bangalore,Karnataka,Male
L100182,C53035,2024-06-08,1269069,Business,13.56,24,167344.0,Self-employed,585.0,3,7.4,Approved,No Default,On Time,Delhi,Tamil Nadu,Female
L100183,C52167,2024-10-11,1197804,Education,15.45,36,82113.0,Self-employed,805.0,1,28.0,Approved,No Default,Delayed,Hyderabad,Karnataka,Male
L100184,C50197,2024-11-01,1497046,Education,15.65,12,118228.0,Self-employed,392.0,4,60.0,Pending,No Default,Delayed,Bangalore,Delhi,Female
L100185,C52352,2024-07-05,1809027,Business,8.15,60,105904.0,Freelancer,489.0,4,48.9,Rejected,Default,Missed,Hyderabad,Tamil Nadu,Male
L100186,C50994,2024-02-25,1978408,Vehicle,9.84,24,124696.0,Self-employed,582.0,2,39.8,Approved,No Default,Missed,Hyderabad,Delhi,Male
L100187,C50961,2024-12-02,1268324,Business,16.99,60,195849.0,Business Owner,753.0,3,15.8,Approved,No Default,Delayed,Mumbai,Maharashtra,Female
L100188,C50023,2024-01-27,517712,Education,17.17,36,79485.0,Self-employed,760.0,2,33.6,Approved,No Default,Missed,Mumbai,Tamil Nadu,Female
L100189,C51692,2024-11-07,951545,Home,12.6,60,143733.0,Freelancer,666.0,5,24.0,Approved,No Default,Delayed,Hyderabad,Tamil Nadu,Male
L100190,C51459,2024-08-28,1777471,Home,14.99,24,112566.0,Self-employed,566.0,4,6.9,Rejected,No Default,On Time,Chennai,Tamil Nadu,Female
L100191,C52877,2023-03-02,1384425,Vehicle,19.16,36,162247.0,Salaried,764.0,4,35.0,Approved,No Default,Delayed,Hyderabad,Telangana,Female
L100192,C53038,2024-05-15,1109212,Vehicle,14.32,36,115103.0,Self-employed,366.0,0,59.1,Rejected,No Default,On Time,Hyderabad,Delhi,Female
L100193,C52647,2023-10-07,1073221,Business,13.03,24,83625.0,Salaried,460.0,0,47.4,Pending,No Default,On Time,Chennai,Telangana,Female
L100194,C52439,2023-07-21,728290,Vehicle,12.13,12,177586.0,Salaried,330.0,3,29.0,Rejected,No Default,Missed,Hyderabad,Karnataka,Male
L100195,C51516,2024-09-28,418550,Home,10.14,12,20433.0,Self-employed,558.0,2,14.5,Rejected,Default,Delayed,Mumbai,Maharashtra,Female
L100196,C51362,2023-01-03,789679,Vehicle,17.38,12,26217.0,Salaried,535.0,5,20.1,Pending,Default,Delayed,Hyderabad,Tamil Nadu,Male
L100197,C53487,2024-01-12,86190,Personal,14.82,60,66495.0,Self-employed,503.0,3,46.8,Pending,Default,On Time,Chennai,Tamil Nadu,Female
L100198,C53214,2023-01-24,1867250,Vehicle,7.65,36,110334.0,Freelancer,504.0,5,51.3,Rejected,Default,Delayed,Mumbai,Telangana,Male
L100199,C52603,2024-03-31,729735,Business,20.43,24,127132.0,Salaried,790.0,0,8.4,Approved,Default,Missed,Bangalore,Tamil Nadu,Female
L100200,C51737,2023-06-23,1384356,Business,17.74,60,95826.0,Business Owner,798.0,4,27.5,Approved,No Default,Missed,Delhi,Telangana,Female
L100201,C53153,2023-04-14,303025,Education,12.32,60,135551.0,Freelancer,730.0,5,32.2,Approved,No Default,On Time,Bangalore,Tamil Nadu,Female
L100202,C50980,2023-04-05,1298717,Education,20.89,36,151489.0,Self-employed,574.0,3,49.5,Pending,Default,Delayed,Chennai,Delhi,Female
L100203,C53035,2023-05-12,241044,Personal,15.14,24,37617.0,Freelancer,417.0,0,55.2,Pending,Default,Delayed,Hyderabad,Karnataka,Female
L100204,C51356,2024-10-07,1692277,Business,12.55,60,46924.0,Business Owner,756.0,5,31.4,Approved,No Default,Missed,Bangalore,Tamil Nadu,Female
L100205,C52755,2023-05-14,1100482,Business,10.85,60,91358.0,Salaried,410.0,1,51.3,Pending,No Default,Missed,Chennai,Karnataka,Female
L100206,C51293,2023-05-04,1750364,Personal,19.65,36,71474.0,Business Owner,370.0,3,56.1,Rejected,No Default,Missed,Mumbai,Karnataka,Female
L100207,C52682,2024-11-03,1790547,Education,14.78,12,158333.0,Freelancer,321.0,2,17.1,Pending,Default,On Time,Chennai,Karnataka,Female
L100208,C52034,2024-05-23,358378,Education,13.8,12,83988.0,Self-employed,547.0,4,44.6,Rejected,Default,Missed,Mumbai,Delhi,Male
L100209,C50436,2024-01-31,147964,Business,9.97,60,179854.0,Self-employed,680.0,5,36.9,Approved,No Default,Delayed,Mumbai,Maharashtra,Female
L100210,C52417,2024-05-09,1985837,Business,9.71,60,26242.0,Self-employed,643.0,1,51.3,Rejected,No Default,On Time,Bangalore,Delhi,Male
L100211,C52000,2024-01-27,928948,Home,11.94,60,51469.0,Business Owner,650.0,1,24.5,Approved,No Default,On Time,Mumbai,Maharashtra,Male
L100212,C50026,2023-11-12,1213288,Vehicle,16.2,36,122706.0,Self-employed,489.0,2,33.6,Pending,Default,Delayed,Chennai,Tamil Nadu,Female
L100213,C50560,2024-09-29,1231160,Education,17.51,24,112285.0,Self-employed,672.0,0,52.9,Pending,No Default,Missed,Bangalore,Karnataka,Male
L100214,C50917,2023-06-21,940391,Home,16.86,60,190928.0,Salaried,350.0,2,51.0,Pending,No Default,Missed,Chennai,Tamil Nadu,Male
L100215,C51975,2023-04-14,1034558,Personal,9.92,60,186578.0,Freelancer,394.0,5,25.4,Rejected,No Default,Missed,Bangalore,Tamil Nadu,Male
L100216,C50962,2024-04-05,299594,Home,20.0,36,50622.0,Self-employed,495.0,0,23.2,Pending,No Default,On Time,Hyderabad,Delhi,Female
L100217,C52105,2024-08-17,1124640,Business,17.48,36,122511.0,Salaried,565.0,0,25.0,Rejected,Default,Delayed,Chennai,Tamil Nadu,Female
L100218,C51300,2024-02-06,367510,Education,19.9,24,121067.0,Self-employed,517.0,4,18.7,Rejected,No Default,Missed,Bangalore,Delhi,Male
L100219,C51604,2024-08-23,1783829,Home,13.74,24,144591.0,Freelancer,325.0,2,24.4,Pending,Default,On Time,Chennai,Maharashtra,Female
L100220,C52387,2024-01-30,1083295,Vehicle,11.06,60,31541.0,Salaried,373.0,5,20.1,Rejected,No Default,On Time,Mumbai,Delhi,Female
L100221,C53038,2024-02-27,457888,Vehicle,21.63,24,93075.0,Self-employed,816.0,1,28.1,Approved,No Default,On Time,Mumbai,Maharashtra,Male
L100222,C50522,2024-09-22,1704637,Vehicle,18.11,60,172545.0,Freelancer,369.0,3,43.4,Pending,Default,Delayed,Delhi,Telangana,Female
L100223,C53447,2023-03-24,857702,Education,14.67,24,68508.0,Self-employed,392.0,3,34.3,Pending,No Default,Delayed,Delhi,Tamil Nadu,Male
L100224,C52067,2024-08-02,1629693,Home,11.56,36,98774.0,Business Owner,673.0,4,5.6,Approved,No Default,On Time,Mumbai,Karnataka,Female
L100225,C50100,2023-08-05,313217,Business,10.42,24,34265.0,Self-employed,427.0,2,48.9,Rejected,No Default,Delayed,Bangalore,Delhi,Female
L100226,C51524,2023-11-03,1664689,Education,19.03,12,64458.0,Business Owner,663.0,4,34.6,Approved,No Default,On Time,Mumbai,Tamil Nadu,Male
L100227,C52466,2024-09-16,1526231,Home,11.57,60,90338.0,Freelancer,815.0,2,49.5,Approved,No Default,Missed,Chennai,Karnataka,Male
L100228,C51930,2023-07-11,1819552,Education,21.82,24,103104.0,Salaried,495.0,3,29.8,Pending,Default,Delayed,Delhi,Tamil Nadu,Male
L100229,C52655,2024-06-11,1642434,Home,20.09,12,84724.0,Salaried,420.0,3,31.8,Pending,Default,On Time,Hyderabad,Telangana,Male
L100230,C52109,2023-11-29,36621,Vehicle,9.71,60,69042.0,Self-employed,323.0,3,20.5,Pending,No Default,Delayed,Delhi,Telangana,Female
L100231,C50183,2024-02-07,615927,Business,8.51,12,76773.0,Salaried,615.0,1,19.5,Approved,Default,Missed,Delhi,Tamil Nadu,Male
L100232,C51031,2024-08-04,711309,Home,8.87,60,101953.0,Self-employed,651.0,1,52.0,Rejected,No Default,On Time,Chennai,Delhi,Male
L100233,C51204,2024-11-29,1423392,Vehicle,18.86,36,147869.0,Salaried,633.0,1,45.1,Approved,No Default,Missed,Bangalore,Tamil Nadu,Female
L100234,C51809,2023-07-31,1915559,Personal,15.21,12,96783.0,Freelancer,594.0,2,34.6,Approved,Default,Delayed,Bangalore,Karnataka,Male
L100235,C51194,2023-01-24,296936,Vehicle,11.64,36,28103.0,Self-employed,576.0,2,9.8,Pending,No Default,Delayed,Mumbai,Karnataka,Female
L100236,C51206,2024-02-25,1373720,Personal,22.08,36,84275.0,Self-employed,360.0,4,41.2,Rejected,Default,Delayed,Chennai,Karnataka,Female
L100237,C51927,2023-06-29,509109,Vehicle,22.14,36,147560.0,Self-employed,514.0,5,25.8,Pending,Default,Missed,Delhi,Delhi,Female
L100238,C52834,2023-03-13,1217138,Home,13.2,36,111565.0,Freelancer,410.0,1,40.2,Rejected,Default,Missed,Mumbai,Delhi,Female
L100239,C51704,2023-06-10,213050,Personal,7.87,12,161986.0,Freelancer,383.0,3,36.9,Pending,No Default,On Time,Bangalore,Maharashtra,Female
L100240,C51960,2024-07-24,101948,Business,21.76,24,47804.0,Salaried,506.0,4,32.9,Rejected,No Default,Delayed,Bangalore,Tamil Nadu,Male
L100241,C52756,2024-05-08,1284556,Home,9.67,24,162569.0,Self-employed,576.0,3,48.7,Pending,Default,On Time,Hyderabad,Karnataka,Female
L100242,C50898,2023-12-23,788373,Vehicle,19.23,12,190107.0,Salaried,460.0,4,5.8,Rejected,Default,Delayed,Hyderabad,Maharashtra,Male
L100243,C51282,2024-06-29,1229693,Personal,22.0,60,42252.0,Salaried,520.0,4,35.1,Rejected,Default,Delayed,Bangalore,Delhi,Female
L100244,C50099,2024-09-29,258671,Home,8.45,12,109739.0,Self-employed,712.0,5,16.3,Approved,No Default,Missed,Bangalore,Karnataka,Female
L100245,C51850,2023-06-09,887524,Personal,16.39,60,46506.0,Business Owner,797.0,4,58.9,Pending,No Default,Delayed,Delhi,Maharashtra,Male
L100246,C50324,2023-08-01,123663,Education,13.08,60,87200.0,Freelancer,321.0,3,16.0,Pending,No Default,Delayed,Hyderabad,Tamil Nadu,Female
L100247,C53033,2023-12-20,943869,Vehicle,22.07,60,172568.0,Salaried,391.0,1,44.4,Rejected,No Default,Missed,Delhi,Karnataka,Female
L100248,C52698,2023-04-13,524953,Home,13.26,36,143907.0,Salaried,460.0,3,36.7,Pending,No Default,Missed,Chennai,Tamil Nadu,Male
L100249,C50783,2023-04-13,1035203,Vehicle,19.76,12,67212.0,Business Owner,314.0,2,27.3,Rejected,No Default,Missed,Hyderabad,Telangana,Male
L100250,C53349,2024-02-18,346167,Education,15.32,36,125529.0,Self-employed,540.0,2,57.7,Rejected,Default,On Time,Chennai,Maharashtra,Female
L100251,C52063,2024-11-10,1970882,Home,22.44,24,126049.0,Freelancer,647.0,4,36.9,Approved,No Default,Delayed,Bangalore,Delhi,Female
L100252,C52645,2023-08-04,50141,Vehicle,7.75,60,21393.0,Business Owner,331.0,3,10.8,Pending,No Default,Missed,Mumbai,Delhi,Male
L100253,C51879,2024-10-13,73915,Personal,17.15,60,52508.0,Salaried,693.0,0,7.6,Approved,No Default,On Time,Bangalore,Tamil Nadu,Male
L100254,C50513,2024-01-01,1842879,Education,14.85,24,74176.0,Self-employed,518.0,4,48.0,Pending,No Default,On Time,Chennai,Maharashtra,Male
L100255,C51513,2023-11-16,47581,Business,16.32,24,69710.0,Business Owner,358.0,0,18.5,Rejected,Default,On Time,Chennai,Delhi,Male
L100256,C51359,2024-03-22,1143699,Vehicle,9.08,24,60731.0,Business Owner,446.0,0,7.2,Rejected,Default,Delayed,Mumbai,Karnataka,Female
L100257,C51904,2023-02-26,1939573,Education,15.74,12,98000.0,Salaried,607.0,5,39.7,Approved,No Default,Missed,Chennai,Telangana,Male
L100258,C50545,2024-06-13,796357,Education,17.62,24,134180.0,Salaried,760.0,0,35.3,Approved,No Default,Delayed,Delhi,Karnataka,Female
L100259,C53089,2024-12-06,730933,Education,14.15,36,190173.0,Salaried,496.0,3,58.9,Rejected,Default,On Time,Hyderabad,Tamil Nadu,Female
L100260,C51610,2024-10-01,620777,Home,17.9,36,58752.0,Salaried,341.0,3,46.0,Rejected,Default,Delayed,Mumbai,Tamil Nadu,Male
L100261,C51080,2024-06-19,141236,Personal,12.73,36,59935.0,Self-employed,616.0,2,52.0,Rejected,No Default,Delayed,Mumbai,Tamil Nadu,Female
L100262,C50001,2023-10-16,361256,Home,16.11,60,25731.0,Freelancer,348.0,5,30.1,Pending,No Default,On Time,Mumbai,Karnataka,Male
L100263,C52111,2023-11-29,1124085,Vehicle,16.74,36,139683.0,Business Owner,461.0,2,47.8,Rejected,No Default,On Time,Hyderabad,Karnataka,Male
L100264,C52834,2024-03-01,674253,Education,13.49,24,88708.0,Salaried,737.0,0,53.9,Rejected,No Default,Delayed,Mumbai,Karnataka,Male
L100265,C50433,2023-05-25,1694913,Education,14.25,36,20890.0,Business Owner,325.0,4,36.5,Pending,No Default,Delayed,Mumbai,Delhi,Female
L100266,C53374,2024-01-12,1040577,Education,7.65,12,114929.0,Self-employed,562.0,4,42.2,Pending,Default,Missed,Chennai,Maharashtra,Male
L100267,C50631,2024-01-12,1357162,Personal,14.56,36,63522.0,Freelancer,635.0,1,18.7,Approved,No Default,Delayed,Mumbai,Telangana,Female
L100268,C50534,2023-10-15,1072306,Vehicle,17.3,24,125280.0,Business Owner,686.0,3,24.3,Approved,No Default,Missed,Delhi,Telangana,Male
L100269,C52357,2023-11-20,167741,Home,8.86,12,77699.0,Freelancer,759.0,2,56.3,Pending,Default,Missed,Chennai,Telangana,Male
L100270,C51164,2024-08-19,1541240,Vehicle,18.38,12,80871.0,Freelancer,526.0,4,52.7,Rejected,Default,Delayed,Mumbai,Delhi,Female
L100271,C51106,2023-01-02,22069,Home,8.46,24,132771.0,Salaried,364.0,3,19.9,Rejected,Default,On Time,Bangalore,Maharashtra,Male
L100272,C51489,2024-02-01,464677,Personal,11.69,24,20469.0,Salaried,411.0,1,54.7,Rejected,Default,Delayed,Delhi,Maharashtra,Male
L100273,C50144,2024-07-23,1975599,Education,13.61,36,185435.0,Self-employed,708.0,1,30.2,Approved,No Default,Missed,Mumbai,Delhi,Male
L100274,C52016,2024-06-18,632097,Personal,14.97,36,87118.0,Salaried,560.0,4,52.6,Rejected,Default,On Time,Delhi,Tamil Nadu,Female
L100275,C53226,2024-05-29,1176128,Business,10.3,60,92493.0,Business Owner,311.0,3,34.9,Rejected,Default,On Time,Mumbai,Delhi,Male
L100276,C50745,2023-03-20,1694982,Education,17.11,24,139301.0,Business Owner,531.0,2,9.3,Pending,No Default,Missed,Bangalore,Maharashtra,Male
L100277,C52138,2024-05-11,1970316,Education,17.05,60,73263.0,Salaried,690.0,0,55.0,Pending,No Default,On Time,Mumbai,Maharashtra,Male
L100278,C51697,2024-09-26,148863,Education,9.56,12,107627.0,Self-employed,415.0,2,17.8,Pending,Default,Delayed,Mumbai,Telangana,Female
L100279,C51594,2024-06-18,368631,Home,7.72,36,34161.0,Self-employed,585.0,1,47.7,Approved,Default,Missed,Chennai,Maharashtra,Male
L100280,C50352,2023-05-02,481330,Business,19.0,24,44926.0,Self-employed,786.0,1,26.2,Approved,No Default,On Time,Bangalore,Karnataka,Male
L100281,C51384,2023-01-24,816683,Business,12.09,60,193044.0,Salaried,546.0,0,10.8,Rejected,Default,On Time,Bangalore,Maharashtra,Female
L100282,C51703,2024-08-26,694812,Business,15.45,36,74184.0,Business Owner,502.0,0,18.9,Rejected,Default,Delayed,Bangalore,Telangana,Female
L100283,C50519,2023-11-24,1035782,Vehicle,13.97,24,144148.0,Freelancer,713.0,4,47.9,Approved,No Default,On Time,Delhi,Delhi,Male
L100284,C51461,2023-12-05,850173,Vehicle,16.85,12,60912.0,Freelancer,453.0,0,24.4,Pending,No Default,On Time,Bangalore,Maharashtra,Female
L100285,C52233,2023-11-12,49399,Personal,7.99,60,22498.0,Business Owner,629.0,1,54.4,Pending,No Default,On Time,Chennai,Delhi,Male
L100286,C52737,2024-05-31,550621,Vehicle,9.05,12,149495.0,Business Owner,665.0,1,48.9,Approved,No Default,On Time,Hyderabad,Delhi,Female
L100287,C52247,2024-10-23,1463648,Business,12.06,60,128898.0,Self-employed,665.0,2,52.0,Rejected,No Default,Delayed,Delhi,Karnataka,Female
L100288,C51769,2024-05-17,242575,Home,19.33,24,41761.0,Salaried,810.0,2,44.0,Approved,No Default,Missed,Mumbai,Delhi,Female
L100289,C53224,2024-12-19,522731,Business,22.41,12,185499.0,Business Owner,482.0,1,13.4,Rejected,Default,Delayed,Mumbai,Delhi,Male
L100290,C50742,2023-08-23,1390241,Personal,16.71,24,21017.0,Freelancer,589.0,1,34.9,Approved,No Default,Missed,Mumbai,Karnataka,Female
L100291,C51985,2024-04-16,599754,Vehicle,22.02,60,44428.0,Salaried,675.0,4,35.2,Approved,No Default,Delayed,Hyderabad,Telangana,Male
L100292,C52137,2024-12-30,1983715,Vehicle,18.98,36,58065.0,Freelancer,409.0,5,40.2,Rejected,No Default,Delayed,Bangalore,Delhi,Male
L100293,C52458,2023-07-14,1880582,Education,22.3,60,78851.0,Self-employed,696.0,3,58.4,Pending,No Default,On Time,Mumbai,Telangana,Male
L100294,C52036,2024-12-29,1446553,Vehicle,19.72,60,99072.0,Freelancer,418.0,5,57.8,Pending,No Default,Missed,Bangalore,Maharashtra,Female
L100295,C51682,2024-10-07,1210145,Business,13.14,36,76881.0,Business Owner,687.0,2,21.1,Approved,Default,On Time,Bangalore,Karnataka,Female
L100296,C53271,2024-10-18,354729,Education,20.46,60,198219.0,Salaried,745.0,3,29.9,Approved,No Default,On Time,Delhi,Maharashtra,Male
L100297,C51654,2024-09-13,279668,Business,21.34,12,43219.0,Self-employed,595.0,2,12.8,Approved,No Default,Delayed,Mumbai,Maharashtra,Male
L100298,C50846,2023-04-19,1184645,Business,20.92,36,62999.0,Freelancer,760.0,3,55.4,Pending,No Default,Delayed,Delhi,Karnataka,Male
L100299,C53079,2023-05-11,407593,Business,9.68,36,32392.0,Self-employed,795.0,1,29.5,Approved,No Default,Delayed,Mumbai,Tamil Nadu,Male
L100300,C52361,2024-11-19,1422430,Education,18.06,60,188234.0,Business Owner,358.0,0,59.6,Rejected,No Default,Missed,Delhi,Karnataka,Male
L100301,C51904,2023-07-20,525959,Business,8.6,12,61206.0,Business Owner,401.0,5,44.2,Pending,No Default,On Time,Hyderabad,Maharashtra,Male
L100302,C53269,2024-10-26,1736748,Home,12.4,24,107386.0,Salaried,503.0,4,39.0,Rejected,No Default,Missed,Mumbai,Tamil Nadu,Female
L100303,C52444,2023-09-23,1285774,Personal,14.07,60,150200.0,Salaried,637.0,4,42.6,Approved,No Default,Missed,Mumbai,Karnataka,Female
L100304,C52749,2024-12-25,107256,Business,16.48,24,73221.0,Business Owner,713.0,2,20.3,Approved,No Default,Missed,Bangalore,Karnataka,Female
L100305,C52683,2024-10-24,1697334,Personal,13.04,12,117852.0,Salaried,620.0,1,35.5,Approved,No Default,Missed,Bangalore,Maharashtra,Male
L100306,C50245,2024-06-29,404723,Education,10.04,24,46843.0,Freelancer,438.0,4,59.0,Pending,No Default,Delayed,Mumbai,Telangana,Female
L100307,C52587,2023-05-20,752904,Business,18.4,60,31413.0,Business Owner,627.0,2,59.8,Rejected,No Default,Delayed,Mumbai,Delhi,Female
L100308,C51487,2023-11-26,1972855,Business,18.08,60,128213.0,Salaried,818.0,3,16.8,Approved,No Default,Missed,Bangalore,Karnataka,Male
L100309,C51209,2024-09-06,1981449,Home,17.39,36,42564.0,Salaried,375.0,0,47.5,Pending,No Default,Missed,Mumbai,Maharashtra,Female
L100310,C53346,2023-02-06,1949531,Education,14.47,36,91925.0,Self-employed,719.0,1,57.8,Rejected,No Default,On Time,Mumbai,Tamil Nadu,Male
L100311,C53057,2024-09-14,390486,Business,9.21,24,127299.0,Self-employed,421.0,0,5.8,Pending,Default,Delayed,Hyderabad,Telangana,Female
L100312,C52392,2023-11-28,1654339,Vehicle,15.83,12,66851.0,Business Owner,786.0,1,22.9,Approved,No Default,Delayed,Delhi,Maharashtra,Female
L100313,C53371,2024-10-07,1345415,Personal,19.75,12,164898.0,Freelancer,392.0,2,18.3,Pending,No Default,On Time,Mumbai,Karnataka,Female
L100314,C50002,2024-05-11,505607,Business,14.68,60,132352.0,Business Owner,421.0,4,34.4,Pending,Default,Delayed,Delhi,Delhi,Male
L100315,C52021,2023-12-06,482098,Personal,19.73,60,181925.0,Self-employed,384.0,5,59.0,Pending,No Default,Delayed,Chennai,Karnataka,Male
L100316,C51723,2023-09-10,806172,Personal,12.57,36,64189.0,Salaried,574.0,5,45.1,Pending,Default,Missed,Chennai,Tamil Nadu,Male
L100317,C53454,2024-01-21,1084142,Home,20.79,24,151550.0,Business Owner,412.0,2,39.0,Rejected,No Default,Missed,Delhi,Telangana,Male
L100318,C51464,2023-10-30,975794,Home,16.68,24,35560.0,Business Owner,712.0,0,11.5,Approved,No Default,On Time,Bangalore,Maharashtra,Female
L100319,C51301,2024-04-08,724301,Vehicle,19.37,24,83605.0,Freelancer,393.0,3,47.5,Pending,Default,Missed,Delhi,Karnataka,Male
L100320,C50917,2024-04-16,804463,Business,9.04,12,23878.0,Salaried,826.0,4,21.6,Approved,No Default,On Time,Hyderabad,Maharashtra,Female
L100321,C50214,2023-11-15,760511,Personal,16.23,60,120788.0,Self-employed,417.0,0,31.5,Rejected,Default,Delayed,Delhi,Maharashtra,Female
L100322,C50817,2024-08-10,1184718,Vehicle,13.67,60,140195.0,Freelancer,304.0,2,46.7,Rejected,No Default,Missed,Hyderabad,Karnataka,Male
L100323,C51125,2024-03-12,23851,Personal,13.4,36,65651.0,Salaried,542.0,2,56.0,Rejected,Default,On Time,Hyderabad,Tamil Nadu,Male
L100324,C51323,2023-04-13,1701120,Education,15.68,12,138019.0,Salaried,301.0,0,18.4,Pending,Default,Delayed,Hyderabad,Karnataka,Male
L100325,C50397,2023-04-30,994649,Personal,19.71,36,161511.0,Business Owner,309.0,3,34.6,Rejected,No Default,Delayed,Mumbai,Karnataka,Female
L100326,C52514,2023-09-26,895665,Business,13.78,24,98463.0,Freelancer,518.0,5,23.7,Pending,No Default,Missed,Chennai,Karnataka,Male
L100327,C50098,2023-07-03,1041173,Personal,12.29,24,80963.0,Freelancer,691.0,2,16.7,Approved,No Default,On Time,Bangalore,Delhi,Male
L100328,C52646,2023-12-10,1360032,Personal,10.09,12,112200.0,Freelancer,750.0,3,40.2,Approved,No Default,On Time,Hyderabad,Tamil Nadu,Male
L100329,C50599,2023-08-23,1153043,Vehicle,15.96,12,149535.0,Freelancer,723.0,0,20.5,Approved,No Default,Delayed,Chennai,Tamil Nadu,Female
L100330,C52726,2024-03-20,357849,Vehicle,15.85,60,150604.0,Self-employed,648.0,4,8.0,Approved,No Default,Delayed,Chennai,Tamil Nadu,Female
L100331,C50006,2024-10-12,336748,Personal,19.02,12,37805.0,Business Owner,671.0,4,8.1,Approved,No Default,Missed,Hyderabad,Delhi,Male
L100332,C51754,2023-12-18,1837607,Business,11.32,12,178146.0,Business Owner,449.0,4,51.1,Rejected,Default,On Time,Mumbai,Delhi,Female
